WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210530,S08000028,,75 - 84,,All,d,All,d,12,15.5,-22.6
20210530,S08000028,,85 and over,,All,d,All,d,7,8,-12.5
20210530,S08000028,,All ages,d,All,d,All,d,64,78,-17.9
20210530,S08000028,,All ages,d,Female,,All,d,30,31.5,-4.8
20210530,S08000028,,All ages,d,Male,,All,d,33,43,-23.3
20210530,S08000029,,Under 5,,All,d,All,d,70,59,18.6
20210530,S08000029,,5 - 14,,All,d,All,d,37,33.5,10.4
20210530,S08000029,,15 - 44,,All,d,All,d,207,174.5,18.6
20210530,S08000029,,45 - 64,,All,d,All,d,218,233,-6.4
20210530,S08000029,,65 - 74,,All,d,All,d,157,166,-5.4
20210530,S08000029,,75 - 84,,All,d,All,d,172,178.5,-3.6
20210530,S08000029,,85 and over,,All,d,All,d,89,106.5,-16.4
