WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200202,S08000029,,5 - 14,,All,d,Emergency,,41,26,57.7
20200202,S08000029,,15 - 44,,All,d,Emergency,,148,159.5,-7.2
20200202,S08000029,,45 - 64,,All,d,Emergency,,176,172,2.3
20200202,S08000029,,65 - 74,,All,d,Emergency,,116,126,-7.9
20200202,S08000029,,75 - 84,,All,d,Emergency,,154,144,6.9
20200202,S08000029,,85 and over,,All,d,Emergency,,111,102,8.8
20200202,S08000029,,All ages,d,All,d,Emergency,,812,798.5,1.7
20200202,S08000029,,All ages,d,Female,,Emergency,,399,409,-2.4
20200202,S08000029,,All ages,d,Male,,Emergency,,411,386,6.5
20200202,S08000030,,Under 5,,All,d,Emergency,,73,95.5,-23.6
20200202,S08000030,,5 - 14,,All,d,Emergency,,50,49.5,1
20200202,S08000030,,15 - 44,,All,d,Emergency,,178,167.5,6.3
20200202,S08000030,,45 - 64,,All,d,Emergency,,178,207,-14
20200202,S08000030,,65 - 74,,All,d,Emergency,,152,147,3.4
20200202,S08000030,,75 - 84,,All,d,Emergency,,177,180,-1.7
20200202,S08000030,,85 and over,,All,d,Emergency,,142,172.5,-17.7
20200202,S08000030,,All ages,d,All,d,Emergency,,950,1019,-6.8
20200202,S08000030,,All ages,d,Female,,Emergency,,471,515,-8.5
20200202,S08000030,,All ages,d,Male,,Emergency,,471,502,-6.2
20200202,S08000031,,Under 5,,All,d,Emergency,,213,184,15.8
20200202,S08000031,,5 - 14,,All,d,Emergency,,93,98.5,-5.6
20200202,S08000031,,15 - 44,,All,d,Emergency,,592,561.5,5.4
20200202,S08000031,,45 - 64,,All,d,Emergency,,625,696.5,-10.3
20200202,S08000031,,65 - 74,,All,d,Emergency,,440,392.5,12.1
20200202,S08000031,,75 - 84,,All,d,Emergency,,472,465,1.5
20200202,S08000031,,85 and over,,All,d,Emergency,,334,307.5,8.6
20200202,S08000031,,All ages,d,All,d,Emergency,,2769,2705.5,2.3
20200202,S08000031,,All ages,d,Female,,Emergency,,1379,1363,1.2
20200202,S08000031,,All ages,d,Male,,Emergency,,1353,1325.5,2.1
20200202,S08000032,,Under 5,,All,d,Emergency,,60,85,-29.4
20200202,S08000032,,5 - 14,,All,d,Emergency,,42,60,-30
20200202,S08000032,,15 - 44,,All,d,Emergency,,361,318.5,13.3
20200202,S08000032,,45 - 64,,All,d,Emergency,,417,397,5
20200202,S08000032,,65 - 74,,All,d,Emergency,,269,272,-1.1
20200202,S08000032,,75 - 84,,All,d,Emergency,,286,256,11.7
20200202,S08000032,,85 and over,,All,d,Emergency,,134,131,2.3
20200202,S08000032,,All ages,d,All,d,Emergency,,1569,1519.5,3.3
20200202,S08000032,,All ages,d,Female,,Emergency,,780,767.5,1.6
20200202,S08000032,,All ages,d,Male,,Emergency,,780,744,4.8
20200202,S92000003,d,Under 5,,All,d,Emergency,,848,973,-12.8
20200202,S92000003,d,5 - 14,,All,d,Emergency,,510,501.5,1.7
20200202,S92000003,d,15 - 44,,All,d,Emergency,,2379,2419,-1.7
20200202,S92000003,d,45 - 64,,All,d,Emergency,,2679,2867,-6.6
20200202,S92000003,d,65 - 74,,All,d,Emergency,,1895,1908,-0.7
20200202,S92000003,d,75 - 84,,All,d,Emergency,,2094,2189,-4.3
20200202,S92000003,d,85 and over,,All,d,Emergency,,1359,1430.5,-5
20200202,S92000003,d,All ages,d,All,d,Emergency,,11764,12288,-4.3
20200202,S92000003,d,All ages,d,Female,,Emergency,,5830,6206,-6.1
20200202,S92000003,d,All ages,d,Male,,Emergency,,5831,6001.5,-2.8
20200209,S08000015,,Under 5,,All,d,Emergency,,67,105,-36.2
20200209,S08000015,,5 - 14,,All,d,Emergency,,41,45,-8.9
20200209,S08000015,,15 - 44,,All,d,Emergency,,163,186,-12.4
20200209,S08000015,,45 - 64,,All,d,Emergency,,228,253,-9.9
20200209,S08000015,,65 - 74,,All,d,Emergency,,169,176.5,-4.2
20200209,S08000015,,75 - 84,,All,d,Emergency,,147,169,-13
20200209,S08000015,,85 and over,,All,d,Emergency,,100,106,-5.7
20200209,S08000015,,All ages,d,All,d,Emergency,,915,1040.5,-12.1
20200209,S08000015,,All ages,d,Female,,Emergency,,465,523.5,-11.2
20200209,S08000015,,All ages,d,Male,,Emergency,,447,514,-13
20200209,S08000016,,Under 5,,All,d,Emergency,,27,26,3.8
20200209,S08000016,,5 - 14,,All,d,Emergency,,10,13.5,-25.9
20200209,S08000016,,15 - 44,,All,d,Emergency,,24,27.5,-12.7
20200209,S08000016,,45 - 64,,All,d,Emergency,,45,51.5,-12.6
20200209,S08000016,,65 - 74,,All,d,Emergency,,29,36.5,-20.5
20200209,S08000016,,75 - 84,,All,d,Emergency,,42,52,-19.2
20200209,S08000016,,85 and over,,All,d,Emergency,,37,41.5,-10.8
20200209,S08000016,,All ages,d,All,d,Emergency,,214,248.5,-13.9
20200209,S08000016,,All ages,d,Female,,Emergency,,118,130.5,-9.6
20200209,S08000016,,All ages,d,Male,,Emergency,,95,117,-18.8
20200209,S08000017,,Under 5,,All,d,Emergency,,31,33,-6.1
20200209,S08000017,,5 - 14,,All,d,Emergency,,13,24.5,-46.9
20200209,S08000017,,15 - 44,,All,d,Emergency,,43,64.5,-33.3
20200209,S08000017,,45 - 64,,All,d,Emergency,,63,82.5,-23.6
20200209,S08000017,,65 - 74,,All,d,Emergency,,54,61,-11.5
20200209,S08000017,,75 - 84,,All,d,Emergency,,52,62.5,-16.8
20200209,S08000017,,85 and over,,All,d,Emergency,,50,41,22
20200209,S08000017,,All ages,d,All,d,Emergency,,306,369,-17.1
20200209,S08000017,,All ages,d,Female,,Emergency,,154,180,-14.4
20200209,S08000017,,All ages,d,Male,,Emergency,,150,188,-20.2
20200209,S08000019,,Under 5,,All,d,Emergency,,32,108.5,-70.5
20200209,S08000019,,5 - 14,,All,d,Emergency,,15,45,-66.7
20200209,S08000019,,15 - 44,,All,d,Emergency,,142,254,-44.1
20200209,S08000019,,45 - 64,,All,d,Emergency,,92,268.5,-65.7
20200209,S08000019,,65 - 74,,All,d,Emergency,,103,186,-44.6
20200209,S08000019,,75 - 84,,All,d,Emergency,,95,200,-52.5
20200209,S08000019,,85 and over,,All,d,Emergency,,50,97.5,-48.7
20200209,S08000019,,All ages,d,All,d,Emergency,,529,1159.5,-54.4
20200209,S08000019,,All ages,d,Female,,Emergency,,249,582.5,-57.3
20200209,S08000019,,All ages,d,Male,,Emergency,,275,569.5,-51.7
20200209,S08000020,,Under 5,,All,d,Emergency,,92,95.5,-3.7
20200209,S08000020,,5 - 14,,All,d,Emergency,,59,45,31.1
20200209,S08000020,,15 - 44,,All,d,Emergency,,196,171,14.6
20200209,S08000020,,45 - 64,,All,d,Emergency,,216,223.5,-3.4
20200209,S08000020,,65 - 74,,All,d,Emergency,,185,151.5,22.1
20200209,S08000020,,75 - 84,,All,d,Emergency,,181,151,19.9
20200209,S08000020,,85 and over,,All,d,Emergency,,156,126.5,23.3
20200209,S08000020,,All ages,d,All,d,Emergency,,1085,964,12.6
20200209,S08000020,,All ages,d,Female,,Emergency,,513,476,7.8
20200209,S08000020,,All ages,d,Male,,Emergency,,556,475.5,16.9
20200209,S08000022,,Under 5,,All,d,Emergency,,38,45,-15.6
20200209,S08000022,,5 - 14,,All,d,Emergency,,26,23,13
20200209,S08000022,,15 - 44,,All,d,Emergency,,136,123.5,10.1
20200209,S08000022,,45 - 64,,All,d,Emergency,,127,150,-15.3
20200209,S08000022,,65 - 74,,All,d,Emergency,,94,105.5,-10.9
20200209,S08000022,,75 - 84,,All,d,Emergency,,113,108.5,4.1
20200209,S08000022,,85 and over,,All,d,Emergency,,67,76.5,-12.4
20200209,S08000022,,All ages,d,All,d,Emergency,,601,632,-4.9
20200209,S08000022,,All ages,d,Female,,Emergency,,291,307.5,-5.4
20200209,S08000022,,All ages,d,Male,,Emergency,,292,313.5,-6.9
20200209,S08000024,,Under 5,,All,d,Emergency,,128,136,-5.9
20200209,S08000024,,5 - 14,,All,d,Emergency,,60,58.5,2.6
20200209,S08000024,,15 - 44,,All,d,Emergency,,391,317.5,23.1
20200209,S08000024,,45 - 64,,All,d,Emergency,,424,379,11.9
20200209,S08000024,,65 - 74,,All,d,Emergency,,286,275.5,3.8
20200209,S08000024,,75 - 84,,All,d,Emergency,,272,289,-5.9
20200209,S08000024,,85 and over,,All,d,Emergency,,235,185.5,26.7
20200209,S08000024,,All ages,d,All,d,Emergency,,1796,1641,9.4
20200209,S08000024,,All ages,d,Female,,Emergency,,880,803,9.6
20200209,S08000024,,All ages,d,Male,,Emergency,,883,820,7.7
20200209,S08000025,,45 - 64,,All,d,Emergency,,5,7,-28.6
20200209,S08000025,,75 - 84,,All,d,Emergency,,7,5,40
20200209,S08000025,,85 and over,,All,d,Emergency,,6,5.5,9.1
20200209,S08000025,,All ages,d,All,d,Emergency,,29,30.5,-4.9
20200209,S08000025,,All ages,d,Female,,Emergency,,12,15,-20
20200209,S08000025,,All ages,d,Male,,Emergency,,17,15,13.3
20200209,S08000026,,15 - 44,,All,d,Emergency,,7,8,-12.5
20200209,S08000026,,45 - 64,,All,d,Emergency,,9,10.5,-14.3
20200209,S08000026,,65 - 74,,All,d,Emergency,,7,6,16.7
20200209,S08000026,,75 - 84,,All,d,Emergency,,9,6.5,38.5
20200209,S08000026,,All ages,d,All,d,Emergency,,35,36.5,-4.1
20200209,S08000026,,All ages,d,Female,,Emergency,,14,18.5,-24.3
20200209,S08000026,,All ages,d,Male,,Emergency,,21,16.5,27.3
20200209,S08000028,,15 - 44,,All,d,Emergency,,10,6.5,53.8
20200209,S08000028,,45 - 64,,All,d,Emergency,,12,12,0
20200209,S08000028,,65 - 74,,All,d,Emergency,,12,16.5,-27.3
20200209,S08000028,,75 - 84,,All,d,Emergency,,12,9,33.3
20200209,S08000028,,85 and over,,All,d,Emergency,,6,11,-45.5
20200209,S08000028,,All ages,d,All,d,Emergency,,53,56.5,-6.2
20200209,S08000028,,All ages,d,Female,,Emergency,,22,27,-18.5
20200209,S08000028,,All ages,d,Male,,Emergency,,31,29.5,5.1
20200209,S08000029,,Under 5,,All,d,Emergency,,75,67,11.9
20200209,S08000029,,5 - 14,,All,d,Emergency,,26,29.5,-11.9
20200209,S08000029,,15 - 44,,All,d,Emergency,,160,174.5,-8.3
20200209,S08000029,,45 - 64,,All,d,Emergency,,202,176,14.8
20200209,S08000029,,65 - 74,,All,d,Emergency,,144,127.5,12.9
20200209,S08000029,,75 - 84,,All,d,Emergency,,133,143,-7
20200209,S08000029,,85 and over,,All,d,Emergency,,119,101.5,17.2
20200209,S08000029,,All ages,d,All,d,Emergency,,859,819,4.9
20200209,S08000029,,All ages,d,Female,,Emergency,,423,391,8.2
20200209,S08000029,,All ages,d,Male,,Emergency,,430,423,1.7
20200209,S08000030,,Under 5,,All,d,Emergency,,48,94.5,-49.2
20200209,S08000030,,5 - 14,,All,d,Emergency,,36,50.5,-28.7
20200209,S08000030,,15 - 44,,All,d,Emergency,,192,175,9.7
20200209,S08000030,,45 - 64,,All,d,Emergency,,207,213,-2.8
20200209,S08000030,,65 - 74,,All,d,Emergency,,168,169.5,-0.9
20200209,S08000030,,75 - 84,,All,d,Emergency,,206,200,3
20200209,S08000030,,85 and over,,All,d,Emergency,,160,155,3.2
20200209,S08000030,,All ages,d,All,d,Emergency,,1017,1057.5,-3.8
20200209,S08000030,,All ages,d,Female,,Emergency,,505,528,-4.4
20200209,S08000030,,All ages,d,Male,,Emergency,,504,527,-4.4
20200209,S08000031,,Under 5,,All,d,Emergency,,147,185,-20.5
20200209,S08000031,,5 - 14,,All,d,Emergency,,79,105.5,-25.1
20200209,S08000031,,15 - 44,,All,d,Emergency,,562,564.5,-0.4
20200209,S08000031,,45 - 64,,All,d,Emergency,,674,673,0.1
20200209,S08000031,,65 - 74,,All,d,Emergency,,434,433.5,0.1
20200209,S08000031,,75 - 84,,All,d,Emergency,,493,457.5,7.8
20200209,S08000031,,85 and over,,All,d,Emergency,,282,296.5,-4.9
20200209,S08000031,,All ages,d,All,d,Emergency,,2671,2715.5,-1.6
20200209,S08000031,,All ages,d,Female,,Emergency,,1328,1361.5,-2.5
20200209,S08000031,,All ages,d,Male,,Emergency,,1312,1339.5,-2.1
20200209,S08000032,,Under 5,,All,d,Emergency,,51,98.5,-48.2
20200209,S08000032,,5 - 14,,All,d,Emergency,,29,67.5,-57
20200209,S08000032,,15 - 44,,All,d,Emergency,,336,331,1.5
20200209,S08000032,,45 - 64,,All,d,Emergency,,410,422.5,-3
20200209,S08000032,,65 - 74,,All,d,Emergency,,273,261.5,4.4
20200209,S08000032,,75 - 84,,All,d,Emergency,,212,258,-17.8
20200209,S08000032,,85 and over,,All,d,Emergency,,141,132,6.8
20200209,S08000032,,All ages,d,All,d,Emergency,,1452,1571,-7.6
20200209,S08000032,,All ages,d,Female,,Emergency,,690,770,-10.4
20200209,S08000032,,All ages,d,Male,,Emergency,,748,796,-6
20200209,S92000003,d,Under 5,,All,d,Emergency,,739,995.5,-25.8
20200209,S92000003,d,5 - 14,,All,d,Emergency,,396,509.5,-22.3
20200209,S92000003,d,15 - 44,,All,d,Emergency,,2365,2410,-1.9
20200209,S92000003,d,45 - 64,,All,d,Emergency,,2714,2922,-7.1
20200209,S92000003,d,65 - 74,,All,d,Emergency,,1962,2013,-2.5
20200209,S92000003,d,75 - 84,,All,d,Emergency,,1974,2111,-6.5
20200209,S92000003,d,85 and over,,All,d,Emergency,,1412,1380,2.3
20200209,S92000003,d,All ages,d,All,d,Emergency,,11562,12341,-6.3
20200209,S92000003,d,All ages,d,Female,,Emergency,,5664,6114,-7.4
20200209,S92000003,d,All ages,d,Male,,Emergency,,5761,6144,-6.2
20200216,S08000015,,Under 5,,All,d,Emergency,,75,117,-35.9
20200216,S08000015,,5 - 14,,All,d,Emergency,,28,34.5,-18.8
20200216,S08000015,,15 - 44,,All,d,Emergency,,170,184,-7.6
20200216,S08000015,,45 - 64,,All,d,Emergency,,243,270,-10
20200216,S08000015,,65 - 74,,All,d,Emergency,,150,157.5,-4.8
20200216,S08000015,,75 - 84,,All,d,Emergency,,159,176.5,-9.9
20200216,S08000015,,85 and over,,All,d,Emergency,,89,94.5,-5.8
20200216,S08000015,,All ages,d,All,d,Emergency,,914,1034,-11.6
20200216,S08000015,,All ages,d,Female,,Emergency,,452,512.5,-11.8
20200216,S08000015,,All ages,d,Male,,Emergency,,458,520,-11.9
20200216,S08000016,,Under 5,,All,d,Emergency,,15,23,-34.8
20200216,S08000016,,5 - 14,,All,d,Emergency,,12,13,-7.7
20200216,S08000016,,15 - 44,,All,d,Emergency,,20,23.5,-14.9
20200216,S08000016,,45 - 64,,All,d,Emergency,,33,41.5,-20.5
20200216,S08000016,,65 - 74,,All,d,Emergency,,45,36.5,23.3
20200216,S08000016,,75 - 84,,All,d,Emergency,,43,48.5,-11.3
20200216,S08000016,,85 and over,,All,d,Emergency,,42,30,40
20200216,S08000016,,All ages,d,All,d,Emergency,,210,216,-2.8
20200216,S08000016,,All ages,d,Female,,Emergency,,101,108.5,-6.9
20200216,S08000016,,All ages,d,Male,,Emergency,,106,106,0
20200216,S08000017,,Under 5,,All,d,Emergency,,41,35,17.1
20200216,S08000017,,5 - 14,,All,d,Emergency,,15,18.5,-18.9
20200216,S08000017,,15 - 44,,All,d,Emergency,,57,53.5,6.5
20200216,S08000017,,45 - 64,,All,d,Emergency,,77,75.5,2
20200216,S08000017,,65 - 74,,All,d,Emergency,,54,48,12.5
20200216,S08000017,,75 - 84,,All,d,Emergency,,91,74,23
20200216,S08000017,,85 and over,,All,d,Emergency,,37,52.5,-29.5
20200216,S08000017,,All ages,d,All,d,Emergency,,372,357,4.2
20200216,S08000017,,All ages,d,Female,,Emergency,,199,184.5,7.9
20200216,S08000017,,All ages,d,Male,,Emergency,,171,170.5,0.3
20200216,S08000019,,Under 5,,All,d,Emergency,,37,109,-66.1
20200216,S08000019,,5 - 14,,All,d,Emergency,,28,53,-47.2
20200216,S08000019,,15 - 44,,All,d,Emergency,,147,257,-42.8
20200216,S08000019,,45 - 64,,All,d,Emergency,,156,279.5,-44.2
20200216,S08000019,,65 - 74,,All,d,Emergency,,91,191.5,-52.5
20200216,S08000019,,75 - 84,,All,d,Emergency,,75,201,-62.7
20200216,S08000019,,85 and over,,All,d,Emergency,,63,112,-43.8
20200216,S08000019,,All ages,d,All,d,Emergency,,597,1203,-50.4
20200216,S08000019,,All ages,d,Female,,Emergency,,292,583.5,-50
20200216,S08000019,,All ages,d,Male,,Emergency,,304,614.5,-50.5
20200216,S08000020,,Under 5,,All,d,Emergency,,103,95.5,7.9
20200216,S08000020,,5 - 14,,All,d,Emergency,,50,42,19
20200216,S08000020,,15 - 44,,All,d,Emergency,,225,196,14.8
20200216,S08000020,,45 - 64,,All,d,Emergency,,229,232.5,-1.5
20200216,S08000020,,65 - 74,,All,d,Emergency,,172,147.5,16.6
20200216,S08000020,,75 - 84,,All,d,Emergency,,209,184,13.6
20200216,S08000020,,85 and over,,All,d,Emergency,,123,115.5,6.5
20200216,S08000020,,All ages,d,All,d,Emergency,,1111,1013,9.7
20200216,S08000020,,All ages,d,Female,,Emergency,,565,516,9.5
20200216,S08000020,,All ages,d,Male,,Emergency,,536,485.5,10.4
20200216,S08000022,,Under 5,,All,d,Emergency,,52,50.5,3
20200216,S08000022,,5 - 14,,All,d,Emergency,,31,36,-13.9
20200216,S08000022,,15 - 44,,All,d,Emergency,,130,109.5,18.7
20200216,S08000022,,45 - 64,,All,d,Emergency,,134,135,-0.7
20200216,S08000022,,65 - 74,,All,d,Emergency,,99,118,-16.1
20200216,S08000022,,75 - 84,,All,d,Emergency,,106,106.5,-0.5
20200216,S08000022,,85 and over,,All,d,Emergency,,75,76,-1.3
20200216,S08000022,,All ages,d,All,d,Emergency,,627,631.5,-0.7
20200216,S08000022,,All ages,d,Female,,Emergency,,316,334.5,-5.5
20200216,S08000022,,All ages,d,Male,,Emergency,,296,286,3.5
20200216,S08000024,,Under 5,,All,d,Emergency,,125,110.5,13.1
20200216,S08000024,,5 - 14,,All,d,Emergency,,45,56.5,-20.4
20200216,S08000024,,15 - 44,,All,d,Emergency,,358,318.5,12.4
20200216,S08000024,,45 - 64,,All,d,Emergency,,410,370.5,10.7
20200216,S08000024,,65 - 74,,All,d,Emergency,,299,270.5,10.5
20200216,S08000024,,75 - 84,,All,d,Emergency,,318,292,8.9
20200216,S08000024,,85 and over,,All,d,Emergency,,206,188.5,9.3
20200216,S08000024,,All ages,d,All,d,Emergency,,1761,1607,9.6
20200216,S08000024,,All ages,d,Female,,Emergency,,893,790,13
20200216,S08000024,,All ages,d,Male,,Emergency,,837,804,4.1
20200216,S08000025,,45 - 64,,All,d,Emergency,,5,6.5,-23.1
20200216,S08000025,,75 - 84,,All,d,Emergency,,7,4.5,55.6
20200216,S08000025,,85 and over,,All,d,Emergency,,6,5.5,9.1
20200216,S08000025,,All ages,d,All,d,Emergency,,26,29.5,-11.9
20200216,S08000025,,All ages,d,Female,,Emergency,,10,15,-33.3
20200216,S08000025,,All ages,d,Male,,Emergency,,16,13.5,18.5
20200216,S08000026,,15 - 44,,All,d,Emergency,,5,6.5,-23.1
20200216,S08000026,,45 - 64,,All,d,Emergency,,7,10,-30
20200216,S08000026,,65 - 74,,All,d,Emergency,,9,8.5,5.9
20200216,S08000026,,85 and over,,All,d,Emergency,,7,5,40
20200216,S08000026,,All ages,d,All,d,Emergency,,36,39,-7.7
20200216,S08000026,,All ages,d,Female,,Emergency,,15,20.5,-26.8
20200216,S08000026,,All ages,d,Male,,Emergency,,21,16.5,27.3
20200216,S08000028,,15 - 44,,All,d,Emergency,,8,9,-11.1
20200216,S08000028,,45 - 64,,All,d,Emergency,,12,17,-29.4
20200216,S08000028,,65 - 74,,All,d,Emergency,,9,14,-35.7
20200216,S08000028,,75 - 84,,All,d,Emergency,,13,12,8.3
20200216,S08000028,,85 and over,,All,d,Emergency,,8,6,33.3
20200216,S08000028,,All ages,d,All,d,Emergency,,55,62,-11.3
20200216,S08000028,,All ages,d,Female,,Emergency,,23,28.5,-19.3
20200216,S08000028,,All ages,d,Male,,Emergency,,31,33,-6.1
20200216,S08000029,,Under 5,,All,d,Emergency,,52,61.5,-15.4
20200216,S08000029,,5 - 14,,All,d,Emergency,,22,30.5,-27.9
20200216,S08000029,,15 - 44,,All,d,Emergency,,154,170.5,-9.7
20200216,S08000029,,45 - 64,,All,d,Emergency,,174,179.5,-3.1
20200216,S08000029,,65 - 74,,All,d,Emergency,,127,139,-8.6
20200216,S08000029,,75 - 84,,All,d,Emergency,,157,154.5,1.6
20200216,S08000029,,85 and over,,All,d,Emergency,,112,96,16.7
20200216,S08000029,,All ages,d,All,d,Emergency,,798,831.5,-4
20200216,S08000029,,All ages,d,Female,,Emergency,,382,423,-9.7
20200216,S08000029,,All ages,d,Male,,Emergency,,412,403.5,2.1
20200216,S08000030,,Under 5,,All,d,Emergency,,64,93.5,-31.6
20200216,S08000030,,5 - 14,,All,d,Emergency,,52,47,10.6
20200216,S08000030,,15 - 44,,All,d,Emergency,,185,191,-3.1
20200216,S08000030,,45 - 64,,All,d,Emergency,,197,209.5,-6
20200216,S08000030,,65 - 74,,All,d,Emergency,,156,164,-4.9
20200216,S08000030,,75 - 84,,All,d,Emergency,,172,176.5,-2.5
20200216,S08000030,,85 and over,,All,d,Emergency,,141,134.5,4.8
20200216,S08000030,,All ages,d,All,d,Emergency,,967,1016,-4.8
20200216,S08000030,,All ages,d,Female,,Emergency,,489,516,-5.2
20200216,S08000030,,All ages,d,Male,,Emergency,,472,498,-5.2
20200216,S08000031,,Under 5,,All,d,Emergency,,152,171,-11.1
20200216,S08000031,,5 - 14,,All,d,Emergency,,82,82.5,-0.6
20200216,S08000031,,15 - 44,,All,d,Emergency,,590,559,5.5
20200216,S08000031,,45 - 64,,All,d,Emergency,,684,713,-4.1
20200216,S08000031,,65 - 74,,All,d,Emergency,,414,406,2
20200216,S08000031,,75 - 84,,All,d,Emergency,,415,491,-15.5
20200216,S08000031,,85 and over,,All,d,Emergency,,319,308.5,3.4
20200216,S08000031,,All ages,d,All,d,Emergency,,2656,2731,-2.7
20200216,S08000031,,All ages,d,Female,,Emergency,,1312,1368,-4.1
20200216,S08000031,,All ages,d,Male,,Emergency,,1327,1355.5,-2.1
20200216,S08000032,,Under 5,,All,d,Emergency,,71,115,-38.3
20200216,S08000032,,5 - 14,,All,d,Emergency,,42,46.5,-9.7
20200216,S08000032,,15 - 44,,All,d,Emergency,,339,323,5
20200216,S08000032,,45 - 64,,All,d,Emergency,,373,411.5,-9.4
20200216,S08000032,,65 - 74,,All,d,Emergency,,259,252.5,2.6
20200216,S08000032,,75 - 84,,All,d,Emergency,,254,236,7.6
20200216,S08000032,,85 and over,,All,d,Emergency,,108,140,-22.9
20200216,S08000032,,All ages,d,All,d,Emergency,,1446,1524.5,-5.1
20200216,S08000032,,All ages,d,Female,,Emergency,,737,740.5,-0.5
20200216,S08000032,,All ages,d,Male,,Emergency,,702,776,-9.5
20200216,S92000003,d,Under 5,,All,d,Emergency,,791,986,-19.8
20200216,S92000003,d,5 - 14,,All,d,Emergency,,412,463,-11
20200216,S92000003,d,15 - 44,,All,d,Emergency,,2392,2407,-0.6
20200216,S92000003,d,45 - 64,,All,d,Emergency,,2734,2951.5,-7.4
20200216,S92000003,d,65 - 74,,All,d,Emergency,,1888,1960,-3.7
20200216,S92000003,d,75 - 84,,All,d,Emergency,,2023,2163,-6.5
20200216,S92000003,d,85 and over,,All,d,Emergency,,1336,1364.5,-2.1
20200216,S92000003,d,All ages,d,All,d,Emergency,,11576,12295,-5.8
20200216,S92000003,d,All ages,d,Female,,Emergency,,5786,6141,-5.8
20200216,S92000003,d,All ages,d,Male,,Emergency,,5689,6082.5,-6.5
20200223,S08000015,,Under 5,,All,d,Emergency,,69,88,-21.6
20200223,S08000015,,5 - 14,,All,d,Emergency,,51,49,4.1
20200223,S08000015,,15 - 44,,All,d,Emergency,,168,189,-11.1
20200223,S08000015,,45 - 64,,All,d,Emergency,,247,258,-4.3
20200223,S08000015,,65 - 74,,All,d,Emergency,,150,196.5,-23.7
20200223,S08000015,,75 - 84,,All,d,Emergency,,179,180.5,-0.8
20200223,S08000015,,85 and over,,All,d,Emergency,,91,92,-1.1
20200223,S08000015,,All ages,d,All,d,Emergency,,955,1053,-9.3
20200223,S08000015,,All ages,d,Female,,Emergency,,478,520,-8.1
20200223,S08000015,,All ages,d,Male,,Emergency,,471,530,-11.1
20200223,S08000016,,Under 5,,All,d,Emergency,,17,21,-19
20200223,S08000016,,5 - 14,,All,d,Emergency,,12,15,-20
20200223,S08000016,,15 - 44,,All,d,Emergency,,32,31,3.2
20200223,S08000016,,45 - 64,,All,d,Emergency,,40,41,-2.4
20200223,S08000016,,65 - 74,,All,d,Emergency,,37,35,5.7
20200223,S08000016,,75 - 84,,All,d,Emergency,,41,40.5,1.2
20200223,S08000016,,85 and over,,All,d,Emergency,,39,35.5,9.9
20200223,S08000016,,All ages,d,All,d,Emergency,,218,219,-0.5
20200223,S08000016,,All ages,d,Female,,Emergency,,107,110,-2.7
20200223,S08000016,,All ages,d,Male,,Emergency,,104,107,-2.8
20200223,S08000017,,Under 5,,All,d,Emergency,,26,35,-25.7
20200223,S08000017,,5 - 14,,All,d,Emergency,,18,17.5,2.9
20200223,S08000017,,15 - 44,,All,d,Emergency,,42,55,-23.6
20200223,S08000017,,45 - 64,,All,d,Emergency,,73,76.5,-4.6
20200223,S08000017,,65 - 74,,All,d,Emergency,,69,58,19
20200223,S08000017,,75 - 84,,All,d,Emergency,,68,77.5,-12.3
20200223,S08000017,,85 and over,,All,d,Emergency,,47,46,2.2
20200223,S08000017,,All ages,d,All,d,Emergency,,343,365.5,-6.2
20200223,S08000017,,All ages,d,Female,,Emergency,,160,162.5,-1.5
20200223,S08000017,,All ages,d,Male,,Emergency,,179,199.5,-10.3
20200223,S08000019,,Under 5,,All,d,Emergency,,50,101.5,-50.7
20200223,S08000019,,5 - 14,,All,d,Emergency,,27,60.5,-55.4
20200223,S08000019,,15 - 44,,All,d,Emergency,,119,230.5,-48.4
20200223,S08000019,,45 - 64,,All,d,Emergency,,129,275,-53.1
20200223,S08000019,,65 - 74,,All,d,Emergency,,90,189.5,-52.5
20200223,S08000019,,75 - 84,,All,d,Emergency,,85,211.5,-59.8
20200223,S08000019,,85 and over,,All,d,Emergency,,55,124.5,-55.8
20200223,S08000019,,All ages,d,All,d,Emergency,,555,1193,-53.5
20200223,S08000019,,All ages,d,Female,,Emergency,,285,588.5,-51.6
20200223,S08000019,,All ages,d,Male,,Emergency,,268,599.5,-55.3
20200223,S08000020,,Under 5,,All,d,Emergency,,84,74,13.5
20200223,S08000020,,5 - 14,,All,d,Emergency,,56,58,-3.4
20200223,S08000020,,15 - 44,,All,d,Emergency,,209,191.5,9.1
20200223,S08000020,,45 - 64,,All,d,Emergency,,229,208.5,9.8
20200223,S08000020,,65 - 74,,All,d,Emergency,,170,146,16.4
20200223,S08000020,,75 - 84,,All,d,Emergency,,182,164.5,10.6
20200223,S08000020,,85 and over,,All,d,Emergency,,144,116,24.1
20200223,S08000020,,All ages,d,All,d,Emergency,,1074,958.5,12.1
20200223,S08000020,,All ages,d,Female,,Emergency,,529,480.5,10.1
20200223,S08000020,,All ages,d,Male,,Emergency,,538,470.5,14.3
20200223,S08000022,,Under 5,,All,d,Emergency,,52,53.5,-2.8
20200223,S08000022,,5 - 14,,All,d,Emergency,,22,22.5,-2.2
20200223,S08000022,,15 - 44,,All,d,Emergency,,124,110,12.7
